epoch,loss,lr,weight_stage1_L1_accuracy,weight_stage1_L1_loss,weight_stage1_L2_accuracy,weight_stage1_L2_loss,weight_stage2_L1_accuracy,weight_stage2_L1_loss,weight_stage2_L2_accuracy,weight_stage2_L2_loss,weight_stage3_L1_accuracy,weight_stage3_L1_loss,weight_stage3_L2_accuracy,weight_stage3_L2_loss,weight_stage4_L1_accuracy,weight_stage4_L1_loss,weight_stage4_L2_accuracy,weight_stage4_L2_loss,weight_stage5_L1_accuracy,weight_stage5_L1_loss,weight_stage5_L2_accuracy,weight_stage5_L2_loss,weight_stage6_L1_accuracy,weight_stage6_L1_loss,weight_stage6_L2_accuracy,weight_stage6_L2_loss
0,532.4415303623218,4e-05,0.05118256,59.117607,0.9724369,33.38691,0.066942945,55.29351,0.97274506,32.154972,0.06366858,55.32584,0.97268426,32.21422,0.06741271,55.303608,0.97268295,32.34931,0.064573,55.328075,0.9727178,32.03913,0.063495964,55.317463,0.97282326,31.839293
